2020-11-30 19:04:48 - configuration_utils.py[line:281] - INFO: loading configuration file ./pretrained_model/chinese_roberta_wwm_ext\config.json
2020-11-30 19:04:48 - configuration_utils.py[line:319] - INFO: Model config BertConfig {
  "_num_labels": 2,
  "architectures": [
    "BertForMaskedLM"
  ],
  "attention_probs_dropout_prob": 0.1,
  "bad_words_ids": null,
  "bos_token_id": 0,
  "decoder_start_token_id": null,
  "directionality": "bidi",
  "do_sample": false,
  "early_stopping": false,
  "eos_token_id": 2,
  "finetuning_task": null,
  "hidden_act": "gelu",
  "hidden_dropout_prob": 0.1,
  "hidden_size": 768,
  "id2label": {
    "0": "LABEL_0",
    "1": "LABEL_1"
  },
  "initializer_range": 0.02,
  "intermediate_size": 3072,
  "is_decoder": false,
  "is_encoder_decoder": false,
  "label2id": {
    "LABEL_0": 0,
    "LABEL_1": 1
  },
  "layer_norm_eps": 1e-12,
  "length_penalty": 1.0,
  "max_length": 20,
  "max_position_embeddings": 512,
  "min_length": 0,
  "model_type": "bert",
  "no_repeat_ngram_size": 0,
  "num_attention_heads": 12,
  "num_beams": 1,
  "num_hidden_layers": 12,
  "num_return_sequences": 1,
  "output_attentions": false,
  "output_hidden_states": false,
  "output_past": true,
  "pad_token_id": 1,
  "pooler_fc_size": 768,
  "pooler_num_attention_heads": 12,
  "pooler_num_fc_layers": 3,
  "pooler_size_per_head": 128,
  "pooler_type": "first_token_transform",
  "prefix": null,
  "pruned_heads": {},
  "repetition_penalty": 1.0,
  "task_specific_params": null,
  "temperature": 1.0,
  "top_k": 50,
  "top_p": 1.0,
  "torchscript": false,
  "type_vocab_size": 2,
  "use_bfloat16": false,
  "vocab_size": 21128
}

2020-11-30 19:04:48 - modeling_utils.py[line:505] - INFO: loading weights file ./pretrained_model/chinese_roberta_wwm_ext\pytorch_model.bin
2020-11-30 19:05:06 - role_extract_train.py[line:97] - INFO: epoch 0, step 20, loss 59.2248, start_recall 0.4074, start_precise 0.0071, start_f1 0.0139, end_recall 0.0370, end_precise 0.0114, end_f1 0.0174
2020-11-30 19:08:14 - role_extract_train.py[line:97] - INFO: epoch 0, step 300, loss 6.1797, start_recall 0.0545, start_precise 0.7500, start_f1 0.1017, end_recall 0.0182, end_precise 1.0000, end_f1 0.0357
2020-11-30 19:08:28 - role_extract_train.py[line:97] - INFO: epoch 0, step 320, loss 6.2264, start_recall 0.0179, start_precise 0.5000, start_f1 0.0345, end_recall 0.0536, end_precise 0.7500, end_f1 0.1000
2020-11-30 19:08:41 - role_extract_train.py[line:97] - INFO: epoch 0, step 340, loss 6.7228, start_recall 0.0169, start_precise 1.0000, start_f1 0.0333, end_recall 0.0339, end_precise 0.5000, end_f1 0.0635
2020-11-30 19:08:55 - role_extract_train.py[line:97] - INFO: epoch 0, step 360, loss 5.8513, start_recall 0.0877, start_precise 0.8333, start_f1 0.1587, end_recall 0.0877, end_precise 0.6250, end_f1 0.1538
2020-11-30 19:09:08 - role_extract_train.py[line:97] - INFO: epoch 0, step 380, loss 5.1725, start_recall 0.0755, start_precise 0.4000, start_f1 0.1270, end_recall 0.2075, end_precise 0.6875, end_f1 0.3188
2020-11-30 19:09:22 - role_extract_train.py[line:97] - INFO: epoch 0, step 400, loss 5.5898, start_recall 0.0536, start_precise 0.3750, start_f1 0.0938, end_recall 0.1071, end_precise 0.4615, end_f1 0.1739
2020-11-30 19:09:35 - role_extract_train.py[line:97] - INFO: epoch 0, step 420, loss 4.5866, start_recall 0.0962, start_precise 0.5556, start_f1 0.1639, end_recall 0.2692, end_precise 0.7778, end_f1 0.4000
2020-11-30 19:09:49 - role_extract_train.py[line:97] - INFO: epoch 0, step 440, loss 5.1032, start_recall 0.1250, start_precise 0.7778, start_f1 0.2154, end_recall 0.2857, end_precise 0.5926, end_f1 0.3855
2020-11-30 19:10:03 - role_extract_train.py[line:97] - INFO: epoch 0, step 460, loss 4.9532, start_recall 0.1455, start_precise 0.5333, start_f1 0.2286, end_recall 0.4727, end_precise 0.6842, end_f1 0.5591
2020-11-30 19:10:16 - role_extract_train.py[line:97] - INFO: epoch 0, step 480, loss 4.9529, start_recall 0.1250, start_precise 0.4118, start_f1 0.1918, end_recall 0.3214, end_precise 0.6207, end_f1 0.4235
2020-11-30 19:10:30 - role_extract_train.py[line:97] - INFO: epoch 0, step 500, loss 4.8655, start_recall 0.2167, start_precise 0.6842, start_f1 0.3291, end_recall 0.3729, end_precise 0.7586, end_f1 0.5000
2020-11-30 19:10:45 - role_extract_train.py[line:137] - INFO: -----eval----
2020-11-30 19:10:45 - role_extract_train.py[line:139] - INFO: epoch 0, step 502, loss 3.8850, start_recall 0.2706, start_precise 0.6689, start_f1 0.3822, end_recall 0.3984, end_precise 0.7049, end_f1 0.5065
2020-11-30 19:10:45 - role_extract_train.py[line:140] - INFO: -----eval----
2020-11-30 19:11:00 - role_extract_train.py[line:97] - INFO: epoch 1, step 520, loss 3.9802, start_recall 0.3019, start_precise 0.6400, start_f1 0.4103, end_recall 0.5472, end_precise 0.7250, end_f1 0.6237
2020-11-30 19:11:13 - role_extract_train.py[line:97] - INFO: epoch 1, step 540, loss 4.7052, start_recall 0.2807, start_precise 0.6154, start_f1 0.3855, end_recall 0.4737, end_precise 0.6750, end_f1 0.5567
2020-11-30 19:11:27 - role_extract_train.py[line:97] - INFO: epoch 1, step 560, loss 4.7807, start_recall 0.2727, start_precise 0.6250, start_f1 0.3797, end_recall 0.3636, end_precise 0.6061, end_f1 0.4545
2020-11-30 19:11:40 - role_extract_train.py[line:97] - INFO: epoch 1, step 580, loss 3.4035, start_recall 0.3929, start_precise 0.7333, start_f1 0.5116, end_recall 0.5179, end_precise 0.7632, end_f1 0.6170
2020-11-30 19:11:54 - role_extract_train.py[line:97] - INFO: epoch 1, step 600, loss 3.4868, start_recall 0.4737, start_precise 0.7714, start_f1 0.5870, end_recall 0.5439, end_precise 0.7209, end_f1 0.6200
2020-11-30 19:12:07 - role_extract_train.py[line:97] - INFO: epoch 1, step 620, loss 4.3204, start_recall 0.2778, start_precise 0.6250, start_f1 0.3846, end_recall 0.4444, end_precise 0.6316, end_f1 0.5217
2020-11-30 19:12:21 - role_extract_train.py[line:97] - INFO: epoch 1, step 640, loss 3.3258, start_recall 0.5000, start_precise 0.7632, start_f1 0.6042, end_recall 0.6102, end_precise 0.7826, end_f1 0.6857
2020-11-30 19:12:35 - role_extract_train.py[line:97] - INFO: epoch 1, step 660, loss 3.1209, start_recall 0.5556, start_precise 0.7500, start_f1 0.6383, end_recall 0.6481, end_precise 0.6863, end_f1 0.6667
2020-11-30 19:12:48 - role_extract_train.py[line:97] - INFO: epoch 1, step 680, loss 3.4369, start_recall 0.5000, start_precise 0.7568, start_f1 0.6022, end_recall 0.6140, end_precise 0.7447, end_f1 0.6731
2020-11-30 19:13:02 - role_extract_train.py[line:97] - INFO: epoch 1, step 700, loss 3.1673, start_recall 0.5094, start_precise 0.7500, start_f1 0.6067, end_recall 0.6604, end_precise 0.6604, end_f1 0.6604
2020-11-30 19:13:15 - role_extract_train.py[line:97] - INFO: epoch 1, step 720, loss 3.5065, start_recall 0.5818, start_precise 0.7111, start_f1 0.6400, end_recall 0.6364, end_precise 0.5738, end_f1 0.6034
2020-11-30 19:13:29 - role_extract_train.py[line:97] - INFO: epoch 1, step 740, loss 3.8537, start_recall 0.6071, start_precise 0.7556, start_f1 0.6733, end_recall 0.5789, end_precise 0.7857, end_f1 0.6667
2020-11-30 19:13:42 - role_extract_train.py[line:97] - INFO: epoch 1, step 760, loss 3.4464, start_recall 0.5455, start_precise 0.7692, start_f1 0.6383, end_recall 0.6000, end_precise 0.7674, end_f1 0.6735
2020-11-30 19:13:56 - role_extract_train.py[line:97] - INFO: epoch 1, step 780, loss 2.4435, start_recall 0.6364, start_precise 0.8750, start_f1 0.7368, end_recall 0.8000, end_precise 0.8800, end_f1 0.8381
2020-11-30 19:14:09 - role_extract_train.py[line:97] - INFO: epoch 1, step 800, loss 3.4119, start_recall 0.5385, start_precise 0.6667, start_f1 0.5957, end_recall 0.6346, end_precise 0.6471, end_f1 0.6408
2020-11-30 19:14:23 - role_extract_train.py[line:97] - INFO: epoch 1, step 820, loss 3.3019, start_recall 0.5238, start_precise 0.8049, start_f1 0.6346, end_recall 0.6032, end_precise 0.7308, end_f1 0.6609
2020-11-30 19:14:36 - role_extract_train.py[line:97] - INFO: epoch 1, step 840, loss 2.8850, start_recall 0.5926, start_precise 0.7442, start_f1 0.6598, end_recall 0.6296, end_precise 0.7234, end_f1 0.6733
2020-11-30 19:14:50 - role_extract_train.py[line:97] - INFO: epoch 1, step 860, loss 2.7290, start_recall 0.6346, start_precise 0.7500, start_f1 0.6875, end_recall 0.7692, end_precise 0.6557, end_f1 0.7080
2020-11-30 19:15:03 - role_extract_train.py[line:97] - INFO: epoch 1, step 880, loss 3.8746, start_recall 0.5833, start_precise 0.7778, start_f1 0.6667, end_recall 0.6000, end_precise 0.7200, end_f1 0.6545
2020-11-30 19:15:17 - role_extract_train.py[line:97] - INFO: epoch 1, step 900, loss 3.4128, start_recall 0.5690, start_precise 0.6346, start_f1 0.6000, end_recall 0.7759, end_precise 0.7895, end_f1 0.7826
2020-11-30 19:15:30 - role_extract_train.py[line:97] - INFO: epoch 1, step 920, loss 2.8062, start_recall 0.6071, start_precise 0.7391, start_f1 0.6667, end_recall 0.6429, end_precise 0.8780, end_f1 0.7423
2020-11-30 19:15:44 - role_extract_train.py[line:97] - INFO: epoch 1, step 940, loss 2.6290, start_recall 0.6415, start_precise 0.7391, start_f1 0.6869, end_recall 0.6981, end_precise 0.7115, end_f1 0.7048
2020-11-30 19:15:57 - role_extract_train.py[line:97] - INFO: epoch 1, step 960, loss 3.1042, start_recall 0.6842, start_precise 0.7222, start_f1 0.7027, end_recall 0.7719, end_precise 0.8302, end_f1 0.8000
2020-11-30 19:16:11 - role_extract_train.py[line:97] - INFO: epoch 1, step 980, loss 2.4315, start_recall 0.6415, start_precise 0.7556, start_f1 0.6939, end_recall 0.7925, end_precise 0.8077, end_f1 0.8000
2020-11-30 19:16:24 - role_extract_train.py[line:97] - INFO: epoch 1, step 1000, loss 2.6983, start_recall 0.5965, start_precise 0.8500, start_f1 0.7010, end_recall 0.7368, end_precise 0.7778, end_f1 0.7568
2020-11-30 19:16:41 - role_extract_train.py[line:137] - INFO: -----eval----
2020-11-30 19:16:41 - role_extract_train.py[line:139] - INFO: epoch 1, step 1004, loss 4.3941, start_recall 0.6401, start_precise 0.7599, start_f1 0.6937, end_recall 0.7026, end_precise 0.7758, end_f1 0.7362
2020-11-30 19:16:41 - role_extract_train.py[line:140] - INFO: -----eval----
2020-11-30 19:16:53 - role_extract_train.py[line:97] - INFO: epoch 2, step 1020, loss 2.6105, start_recall 0.6607, start_precise 0.8605, start_f1 0.7475, end_recall 0.6964, end_precise 0.8298, end_f1 0.7573
2020-11-30 19:17:07 - role_extract_train.py[line:97] - INFO: epoch 2, step 1040, loss 2.9738, start_recall 0.6731, start_precise 0.6034, start_f1 0.6364, end_recall 0.6923, end_precise 0.6667, end_f1 0.6792
2020-11-30 19:17:20 - role_extract_train.py[line:97] - INFO: epoch 2, step 1060, loss 2.1963, start_recall 0.7500, start_precise 0.8936, start_f1 0.8155, end_recall 0.7143, end_precise 0.7843, end_f1 0.7477
2020-11-30 19:17:34 - role_extract_train.py[line:97] - INFO: epoch 2, step 1080, loss 3.0204, start_recall 0.6111, start_precise 0.6226, start_f1 0.6168, end_recall 0.6852, end_precise 0.7708, end_f1 0.7255
2020-11-30 19:17:47 - role_extract_train.py[line:97] - INFO: epoch 2, step 1100, loss 2.5972, start_recall 0.6897, start_precise 0.8000, start_f1 0.7407, end_recall 0.6897, end_precise 0.7692, end_f1 0.7273
2020-11-30 19:18:01 - role_extract_train.py[line:97] - INFO: epoch 2, step 1120, loss 2.3854, start_recall 0.6545, start_precise 0.7826, start_f1 0.7129, end_recall 0.6909, end_precise 0.8085, end_f1 0.7451
2020-11-30 19:18:14 - role_extract_train.py[line:97] - INFO: epoch 2, step 1140, loss 2.9294, start_recall 0.6667, start_precise 0.7755, start_f1 0.7170, end_recall 0.7544, end_precise 0.8776, end_f1 0.8113
2020-11-30 19:18:28 - role_extract_train.py[line:97] - INFO: epoch 2, step 1160, loss 3.5422, start_recall 0.6481, start_precise 0.7000, start_f1 0.6731, end_recall 0.7222, end_precise 0.7647, end_f1 0.7429
2020-11-30 19:18:41 - role_extract_train.py[line:97] - INFO: epoch 2, step 1180, loss 2.3546, start_recall 0.6481, start_precise 0.7447, start_f1 0.6931, end_recall 0.7963, end_precise 0.8776, end_f1 0.8350
2020-11-30 19:18:55 - role_extract_train.py[line:97] - INFO: epoch 2, step 1200, loss 3.0193, start_recall 0.6290, start_precise 0.7358, start_f1 0.6783, end_recall 0.6508, end_precise 0.8039, end_f1 0.7193
2020-11-30 19:19:08 - role_extract_train.py[line:97] - INFO: epoch 2, step 1220, loss 2.3149, start_recall 0.7308, start_precise 0.8261, start_f1 0.7755, end_recall 0.7115, end_precise 0.8043, end_f1 0.7551
2020-11-30 19:19:22 - role_extract_train.py[line:97] - INFO: epoch 2, step 1240, loss 2.3981, start_recall 0.6780, start_precise 0.8000, start_f1 0.7339, end_recall 0.7931, end_precise 0.8364, end_f1 0.8142
2020-11-30 19:19:35 - role_extract_train.py[line:97] - INFO: epoch 2, step 1260, loss 2.6409, start_recall 0.7069, start_precise 0.7885, start_f1 0.7455, end_recall 0.7544, end_precise 0.8600, end_f1 0.8037
2020-11-30 19:19:49 - role_extract_train.py[line:97] - INFO: epoch 2, step 1280, loss 2.9659, start_recall 0.6441, start_precise 0.7451, start_f1 0.6909, end_recall 0.6271, end_precise 0.7708, end_f1 0.6916
2020-11-30 19:20:02 - role_extract_train.py[line:97] - INFO: epoch 2, step 1300, loss 2.0182, start_recall 0.7778, start_precise 0.8571, start_f1 0.8155, end_recall 0.8148, end_precise 0.8148, end_f1 0.8148
2020-11-30 19:20:16 - role_extract_train.py[line:97] - INFO: epoch 2, step 1320, loss 2.6394, start_recall 0.6545, start_precise 0.8000, start_f1 0.7200, end_recall 0.7636, end_precise 0.8235, end_f1 0.7925
2020-11-30 19:20:30 - role_extract_train.py[line:97] - INFO: epoch 2, step 1340, loss 2.9212, start_recall 0.6545, start_precise 0.7059, start_f1 0.6792, end_recall 0.6545, end_precise 0.7347, end_f1 0.6923
2020-11-30 19:20:43 - role_extract_train.py[line:97] - INFO: epoch 2, step 1360, loss 2.6878, start_recall 0.7170, start_precise 0.7755, start_f1 0.7451, end_recall 0.7925, end_precise 0.7368, end_f1 0.7636
2020-11-30 19:20:57 - role_extract_train.py[line:97] - INFO: epoch 2, step 1380, loss 2.3334, start_recall 0.6897, start_precise 0.7692, start_f1 0.7273, end_recall 0.8448, end_precise 0.8305, end_f1 0.8376
2020-11-30 19:21:10 - role_extract_train.py[line:97] - INFO: epoch 2, step 1400, loss 2.3720, start_recall 0.8214, start_precise 0.8519, start_f1 0.8364, end_recall 0.7857, end_precise 0.7586, end_f1 0.7719
2020-11-30 19:21:24 - role_extract_train.py[line:97] - INFO: epoch 2, step 1420, loss 2.1578, start_recall 0.7000, start_precise 0.9545, start_f1 0.8077, end_recall 0.7333, end_precise 0.8980, end_f1 0.8073
2020-11-30 19:21:37 - role_extract_train.py[line:97] - INFO: epoch 2, step 1440, loss 1.8021, start_recall 0.6981, start_precise 0.7551, start_f1 0.7255, end_recall 0.8491, end_precise 0.9184, end_f1 0.8824
2020-11-30 19:21:51 - role_extract_train.py[line:97] - INFO: epoch 2, step 1460, loss 1.9843, start_recall 0.8036, start_precise 0.8654, start_f1 0.8333, end_recall 0.7857, end_precise 0.8000, end_f1 0.7928
2020-11-30 19:22:04 - role_extract_train.py[line:97] - INFO: epoch 2, step 1480, loss 2.9624, start_recall 0.7069, start_precise 0.7885, start_f1 0.7455, end_recall 0.7069, end_precise 0.7455, end_f1 0.7257
2020-11-30 19:22:18 - role_extract_train.py[line:97] - INFO: epoch 2, step 1500, loss 2.3922, start_recall 0.7544, start_precise 0.8269, start_f1 0.7890, end_recall 0.7500, end_precise 0.7925, end_f1 0.7706
2020-11-30 19:22:36 - role_extract_train.py[line:137] - INFO: -----eval----
2020-11-30 19:22:36 - role_extract_train.py[line:139] - INFO: epoch 2, step 1506, loss 2.7641, start_recall 0.7023, start_precise 0.8064, start_f1 0.7494, end_recall 0.7496, end_precise 0.8004, end_f1 0.7725
2020-11-30 19:22:36 - role_extract_train.py[line:140] - INFO: -----eval----
2020-11-30 19:22:47 - role_extract_train.py[line:97] - INFO: epoch 3, step 1520, loss 2.5693, start_recall 0.6923, start_precise 0.7660, start_f1 0.7273, end_recall 0.7308, end_precise 0.7600, end_f1 0.7451
2020-11-30 19:23:00 - role_extract_train.py[line:97] - INFO: epoch 3, step 1540, loss 2.4086, start_recall 0.7308, start_precise 0.7600, start_f1 0.7451, end_recall 0.7885, end_precise 0.8367, end_f1 0.8119
2020-11-30 19:23:14 - role_extract_train.py[line:97] - INFO: epoch 3, step 1560, loss 2.8965, start_recall 0.6721, start_precise 0.7885, start_f1 0.7257, end_recall 0.7213, end_precise 0.8000, end_f1 0.7586
2020-11-30 19:23:27 - role_extract_train.py[line:97] - INFO: epoch 3, step 1580, loss 2.1321, start_recall 0.7778, start_precise 0.8077, start_f1 0.7925, end_recall 0.8333, end_precise 0.8036, end_f1 0.8182
2020-11-30 19:23:41 - role_extract_train.py[line:97] - INFO: epoch 3, step 1600, loss 1.8449, start_recall 0.7963, start_precise 0.8113, start_f1 0.8037, end_recall 0.8333, end_precise 0.8654, end_f1 0.8491
2020-11-30 19:23:54 - role_extract_train.py[line:97] - INFO: epoch 3, step 1620, loss 2.9159, start_recall 0.6897, start_precise 0.7547, start_f1 0.7207, end_recall 0.7414, end_precise 0.8269, end_f1 0.7818
2020-11-30 19:24:08 - role_extract_train.py[line:97] - INFO: epoch 3, step 1640, loss 2.4730, start_recall 0.6607, start_precise 0.8043, start_f1 0.7255, end_recall 0.8036, end_precise 0.8491, end_f1 0.8257
2020-11-30 19:24:21 - role_extract_train.py[line:97] - INFO: epoch 3, step 1660, loss 1.8285, start_recall 0.8070, start_precise 0.8214, start_f1 0.8142, end_recall 0.8246, end_precise 0.8704, end_f1 0.8468
2020-11-30 19:24:35 - role_extract_train.py[line:97] - INFO: epoch 3, step 1680, loss 1.9679, start_recall 0.8070, start_precise 0.8070, start_f1 0.8070, end_recall 0.8246, end_precise 0.8868, end_f1 0.8545
2020-11-30 19:24:48 - role_extract_train.py[line:97] - INFO: epoch 3, step 1700, loss 2.1655, start_recall 0.7170, start_precise 0.7755, start_f1 0.7451, end_recall 0.7736, end_precise 0.8723, end_f1 0.8200
2020-11-30 19:25:02 - role_extract_train.py[line:97] - INFO: epoch 3, step 1720, loss 2.7272, start_recall 0.7193, start_precise 0.6949, start_f1 0.7069, end_recall 0.7719, end_precise 0.7719, end_f1 0.7719
2020-11-30 19:25:16 - role_extract_train.py[line:97] - INFO: epoch 3, step 1740, loss 2.6754, start_recall 0.6207, start_precise 0.7200, start_f1 0.6667, end_recall 0.7414, end_precise 0.7818, end_f1 0.7611
2020-11-30 19:25:29 - role_extract_train.py[line:97] - INFO: epoch 3, step 1760, loss 2.4615, start_recall 0.8182, start_precise 0.7759, start_f1 0.7965, end_recall 0.7818, end_precise 0.7167, end_f1 0.7478
2020-11-30 19:25:43 - role_extract_train.py[line:97] - INFO: epoch 3, step 1780, loss 2.1716, start_recall 0.7963, start_precise 0.7818, start_f1 0.7890, end_recall 0.7222, end_precise 0.7959, end_f1 0.7573
2020-11-30 19:25:56 - role_extract_train.py[line:97] - INFO: epoch 3, step 1800, loss 1.4274, start_recall 0.8302, start_precise 0.8462, start_f1 0.8381, end_recall 0.8868, end_precise 0.8868, end_f1 0.8868
2020-11-30 19:26:10 - role_extract_train.py[line:97] - INFO: epoch 3, step 1820, loss 2.2128, start_recall 0.7593, start_precise 0.7885, start_f1 0.7736, end_recall 0.7778, end_precise 0.7925, end_f1 0.7850
2020-11-30 19:26:23 - role_extract_train.py[line:97] - INFO: epoch 3, step 1840, loss 1.7822, start_recall 0.8929, start_precise 0.9434, start_f1 0.9174, end_recall 0.8214, end_precise 0.7667, end_f1 0.7931
2020-11-30 19:26:37 - role_extract_train.py[line:97] - INFO: epoch 3, step 1860, loss 1.9743, start_recall 0.8750, start_precise 0.6712, start_f1 0.7597, end_recall 0.8393, end_precise 0.8545, end_f1 0.8468
2020-11-30 19:26:50 - role_extract_train.py[line:97] - INFO: epoch 3, step 1880, loss 2.7148, start_recall 0.6613, start_precise 0.8542, start_f1 0.7455, end_recall 0.6667, end_precise 0.7636, end_f1 0.7119
2020-11-30 19:27:04 - role_extract_train.py[line:97] - INFO: epoch 3, step 1900, loss 3.5222, start_recall 0.5667, start_precise 0.7727, start_f1 0.6538, end_recall 0.6833, end_precise 0.8039, end_f1 0.7387
2020-11-30 19:27:18 - role_extract_train.py[line:97] - INFO: epoch 3, step 1920, loss 2.1326, start_recall 0.7963, start_precise 0.8776, start_f1 0.8350, end_recall 0.8148, end_precise 0.8148, end_f1 0.8148
2020-11-30 19:27:31 - role_extract_train.py[line:97] - INFO: epoch 3, step 1940, loss 1.9577, start_recall 0.7679, start_precise 0.8269, start_f1 0.7963, end_recall 0.8036, end_precise 0.8036, end_f1 0.8036
2020-11-30 19:27:45 - role_extract_train.py[line:97] - INFO: epoch 3, step 1960, loss 2.3925, start_recall 0.7759, start_precise 0.8036, start_f1 0.7895, end_recall 0.7414, end_precise 0.7818, end_f1 0.7611
2020-11-30 19:27:58 - role_extract_train.py[line:97] - INFO: epoch 3, step 1980, loss 2.5714, start_recall 0.7544, start_precise 0.8431, start_f1 0.7963, end_recall 0.7895, end_precise 0.8182, end_f1 0.8036
2020-11-30 19:28:12 - role_extract_train.py[line:97] - INFO: epoch 3, step 2000, loss 1.8993, start_recall 0.7895, start_precise 0.8333, start_f1 0.8108, end_recall 0.8772, end_precise 0.8772, end_f1 0.8772
2020-11-30 19:28:31 - role_extract_train.py[line:137] - INFO: -----eval----
2020-11-30 19:28:31 - role_extract_train.py[line:139] - INFO: epoch 3, step 2008, loss 2.0535, start_recall 0.7517, start_precise 0.8104, start_f1 0.7788, end_recall 0.7931, end_precise 0.8069, end_f1 0.7989
2020-11-30 19:28:31 - role_extract_train.py[line:140] - INFO: -----eval----
2020-11-30 19:28:41 - role_extract_train.py[line:97] - INFO: epoch 4, step 2020, loss 1.7865, start_recall 0.8182, start_precise 0.8333, start_f1 0.8257, end_recall 0.9074, end_precise 0.8909, end_f1 0.8991
2020-11-30 19:28:54 - role_extract_train.py[line:97] - INFO: epoch 4, step 2040, loss 1.4092, start_recall 0.8750, start_precise 0.8448, start_f1 0.8596, end_recall 0.8393, end_precise 0.9216, end_f1 0.8785
2020-11-30 19:29:08 - role_extract_train.py[line:97] - INFO: epoch 4, step 2060, loss 2.4854, start_recall 0.7222, start_precise 0.7647, start_f1 0.7429, end_recall 0.8000, end_precise 0.7857, end_f1 0.7928
